"","site","studySub","studyName","subSiteID","Scale","date.no","even","temp_n","duration","initialEven","Sys","Taxon","Trophic","Prediction","Lat","Long","Climate","Protection","area","year0","initialYr","year0Z","initialYrZ","durationZ"
"428","AQUE","SBCmobS","SBC","SBCmobS_AQUE_R","alpha",39294,0.752558128,12,11.01,0.698919707,"hardBottom","benthic invertebrate consumers",3,"none",34.46774988,-120.11905,"subtropical","2_unprotected",80,49.58,39.58,21.58,11.58,-16.99
"426","AQUE","SBCmobS","SBC","SBCmobS_AQUE_R","alpha",39660,0.665311949,12,11.01,0.698919707,"hardBottom","benthic invertebrate consumers",3,"none",34.46774988,-120.11905,"subtropical","2_unprotected",80,50.58,39.58,22.58,11.58,-16.99
"1134","BULL","SBCmobS","SBC","SBCmobS_BULL_R","alpha",35277,0.821920008,13,12.01,0.821920008,"hardBottom","benthic invertebrate consumers",3,"none",34.45850533,-120.33349,"subtropical","2_unprotected",80,38.58,38.58,10.58,10.58,-15.99
"1124","BULL","SBCmobS","SBC","SBCmobS_BULL_R","alpha",36372,0.712022319,13,12.01,0.821920008,"hardBottom","benthic invertebrate consumers",3,"none",34.45850533,-120.33349,"subtropical","2_unprotected",80,41.58,38.58,13.58,10.58,-15.99
"1130","BULL","SBCmobS","SBC","SBCmobS_BULL_R","alpha",36738,0.828187685,13,12.01,0.821920008,"hardBottom","benthic invertebrate consumers",3,"none",34.45850533,-120.33349,"subtropical","2_unprotected",80,42.58,38.58,14.58,10.58,-15.99
"1126","BULL","SBCmobS","SBC","SBCmobS_BULL_R","alpha",37103,0.835510105,13,12.01,0.821920008,"hardBottom","benthic invertebrate consumers",3,"none",34.45850533,-120.33349,"subtropical","2_unprotected",80,43.58,38.58,15.58,10.58,-15.99
"1135","BULL","SBCmobS","SBC","SBCmobS_BULL_R","alpha",37468,0.829203403,13,12.01,0.821920008,"hardBottom","benthic invertebrate consumers",3,"none",34.45850533,-120.33349,"subtropical","2_unprotected",80,44.58,38.58,16.58,10.58,-15.99
"1005","BULL","SBCmobS","SBC","SBCmobS_BULL_R","alpha",37833,0.802940515,13,12.01,0.821920008,"hardBottom","benthic invertebrate consumers",3,"none",34.45850533,-120.33349,"subtropical","2_unprotected",80,45.58,38.58,17.58,10.58,-15.99
"1129","BULL","SBCmobS","SBC","SBCmobS_BULL_R","alpha",38199,0.833783382,13,12.01,0.821920008,"hardBottom","benthic invertebrate consumers",3,"none",34.45850533,-120.33349,"subtropical","2_unprotected",80,46.58,38.58,18.58,10.58,-15.99
"1006","BULL","SBCmobS","SBC","SBCmobS_BULL_R","alpha",38564,0.731203429,13,12.01,0.821920008,"hardBottom","benthic invertebrate consumers",3,"none",34.45850533,-120.33349,"subtropical","2_unprotected",80,47.58,38.58,19.58,10.58,-15.99
"1133","BULL","SBCmobS","SBC","SBCmobS_BULL_R","alpha",38929,0.684777598,13,12.01,0.821920008,"hardBottom","benthic invertebrate consumers",3,"none",34.45850533,-120.33349,"subtropical","2_unprotected",80,48.58,38.58,20.58,10.58,-15.99
"1125","BULL","SBCmobS","SBC","SBCmobS_BULL_R","alpha",39294,0.880271959,13,12.01,0.821920008,"hardBottom","benthic invertebrate consumers",3,"none",34.45850533,-120.33349,"subtropical","2_unprotected",80,49.58,38.58,21.58,10.58,-15.99
"1131","BULL","SBCmobS","SBC","SBCmobS_BULL_R","alpha",39660,0.902507053,13,12.01,0.821920008,"hardBottom","benthic invertebrate consumers",3,"none",34.45850533,-120.33349,"subtropical","2_unprotected",80,50.58,38.58,22.58,10.58,-15.99
"1386","CARP","SBCmobS","SBC","SBCmobS_CARP_R","alpha",35277,0.483988294,13,12.01,0.483988294,"hardBottom","benthic invertebrate consumers",3,"none",34.3916319,-119.5416933,"subtropical","2_unprotected",80,38.58,38.58,10.58,10.58,-15.99
"1284","CARP","SBCmobS","SBC","SBCmobS_CARP_R","alpha",35642,0.53057021,13,12.01,0.483988294,"hardBottom","benthic invertebrate consumers",3,"none",34.3916319,-119.5416933,"subtropical","2_unprotected",80,39.58,38.58,11.58,10.58,-15.99
"1273","CARP","SBCmobS","SBC","SBCmobS_CARP_R","alpha",36007,0.58898629,13,12.01,0.483988294,"hardBottom","benthic invertebrate consumers",3,"none",34.3916319,-119.5416933,"subtropical","2_unprotected",80,40.58,38.58,12.58,10.58,-15.99
"1282","CARP","SBCmobS","SBC","SBCmobS_CARP_R","alpha",36372,0.625816506,13,12.01,0.483988294,"hardBottom","benthic invertebrate consumers",3,"none",34.3916319,-119.5416933,"subtropical","2_unprotected",80,41.58,38.58,13.58,10.58,-15.99
"1387","CARP","SBCmobS","SBC","SBCmobS_CARP_R","alpha",36738,0.564479248,13,12.01,0.483988294,"hardBottom","benthic invertebrate consumers",3,"none",34.3916319,-119.5416933,"subtropical","2_unprotected",80,42.58,38.58,14.58,10.58,-15.99
"1288","CARP","SBCmobS","SBC","SBCmobS_CARP_R","alpha",37103,0.55361189,13,12.01,0.483988294,"hardBottom","benthic invertebrate consumers",3,"none",34.3916319,-119.5416933,"subtropical","2_unprotected",80,43.58,38.58,15.58,10.58,-15.99
"1388","CARP","SBCmobS","SBC","SBCmobS_CARP_R","alpha",38199,0.633192531,13,12.01,0.483988294,"hardBottom","benthic invertebrate consumers",3,"none",34.3916319,-119.5416933,"subtropical","2_unprotected",80,46.58,38.58,18.58,10.58,-15.99
"1307","CARP","SBCmobS","SBC","SBCmobS_CARP_R","alpha",38564,0.718667501,13,12.01,0.483988294,"hardBottom","benthic invertebrate consumers",3,"none",34.3916319,-119.5416933,"subtropical","2_unprotected",80,47.58,38.58,19.58,10.58,-15.99
"1281","CARP","SBCmobS","SBC","SBCmobS_CARP_R","alpha",38929,0.700215877,13,12.01,0.483988294,"hardBottom","benthic invertebrate consumers",3,"none",34.3916319,-119.5416933,"subtropical","2_unprotected",80,48.58,38.58,20.58,10.58,-15.99
"1287","CARP","SBCmobS","SBC","SBCmobS_CARP_R","alpha",39294,0.723221454,13,12.01,0.483988294,"hardBottom","benthic invertebrate consumers",3,"none",34.3916319,-119.5416933,"subtropical","2_unprotected",80,49.58,38.58,21.58,10.58,-15.99
"1285","CARP","SBCmobS","SBC","SBCmobS_CARP_R","alpha",39660,0.68416099,13,12.01,0.483988294,"hardBottom","benthic invertebrate consumers",3,"none",34.3916319,-119.5416933,"subtropical","2_unprotected",80,50.58,38.58,22.58,10.58,-15.99
"2140","GOLB","SBCmobS","SBC","SBCmobS_GOLB_R","alpha",35642,0.854004912,12,11.01,0.854004912,"hardBottom","benthic invertebrate consumers",3,"none",34.4137165,-119.9221,"subtropical","2_unprotected",80,39.58,39.58,11.58,11.58,-16.99
"2134","GOLB","SBCmobS","SBC","SBCmobS_GOLB_R","alpha",36007,0.815484951,12,11.01,0.854004912,"hardBottom","benthic invertebrate consumers",3,"none",34.4137165,-119.9221,"subtropical","2_unprotected",80,40.58,39.58,12.58,11.58,-16.99
"2214","GOLB","SBCmobS","SBC","SBCmobS_GOLB_R","alpha",36372,0.503842331,12,11.01,0.854004912,"hardBottom","benthic invertebrate consumers",3,"none",34.4137165,-119.9221,"subtropical","2_unprotected",80,41.58,39.58,13.58,11.58,-16.99
"2133","GOLB","SBCmobS","SBC","SBCmobS_GOLB_R","alpha",36738,0.565568837,12,11.01,0.854004912,"hardBottom","benthic invertebrate consumers",3,"none",34.4137165,-119.9221,"subtropical","2_unprotected",80,42.58,39.58,14.58,11.58,-16.99
"2136","GOLB","SBCmobS","SBC","SBCmobS_GOLB_R","alpha",37103,0.584105213,12,11.01,0.854004912,"hardBottom","benthic invertebrate consumers",3,"none",34.4137165,-119.9221,"subtropical","2_unprotected",80,43.58,39.58,15.58,11.58,-16.99
"2137","GOLB","SBCmobS","SBC","SBCmobS_GOLB_R","alpha",37468,0.42279873,12,11.01,0.854004912,"hardBottom","benthic invertebrate consumers",3,"none",34.4137165,-119.9221,"subtropical","2_unprotected",80,44.58,39.58,16.58,11.58,-16.99
"2135","GOLB","SBCmobS","SBC","SBCmobS_GOLB_R","alpha",37833,0.735688017,12,11.01,0.854004912,"hardBottom","benthic invertebrate consumers",3,"none",34.4137165,-119.9221,"subtropical","2_unprotected",80,45.58,39.58,17.58,11.58,-16.99
"2141","GOLB","SBCmobS","SBC","SBCmobS_GOLB_R","alpha",38199,0.849675743,12,11.01,0.854004912,"hardBottom","benthic invertebrate consumers",3,"none",34.4137165,-119.9221,"subtropical","2_unprotected",80,46.58,39.58,18.58,11.58,-16.99
"2139","GOLB","SBCmobS","SBC","SBCmobS_GOLB_R","alpha",38564,0.759508699,12,11.01,0.854004912,"hardBottom","benthic invertebrate consumers",3,"none",34.4137165,-119.9221,"subtropical","2_unprotected",80,47.58,39.58,19.58,11.58,-16.99
"2143","GOLB","SBCmobS","SBC","SBCmobS_GOLB_R","alpha",38929,0.75863055,12,11.01,0.854004912,"hardBottom","benthic invertebrate consumers",3,"none",34.4137165,-119.9221,"subtropical","2_unprotected",80,48.58,39.58,20.58,11.58,-16.99
"2142","GOLB","SBCmobS","SBC","SBCmobS_GOLB_R","alpha",39294,0.852058909,12,11.01,0.854004912,"hardBottom","benthic invertebrate consumers",3,"none",34.4137165,-119.9221,"subtropical","2_unprotected",80,49.58,39.58,21.58,11.58,-16.99
"2138","GOLB","SBCmobS","SBC","SBCmobS_GOLB_R","alpha",39660,0.841145602,12,11.01,0.854004912,"hardBottom","benthic invertebrate consumers",3,"none",34.4137165,-119.9221,"subtropical","2_unprotected",80,50.58,39.58,22.58,11.58,-16.99
"2614","IVEE","SBCmobS","SBC","SBCmobS_IVEE_R","alpha",35642,0.668100221,12,11.01,0.668100221,"hardBottom","benthic invertebrate consumers",3,"none",34.402783,-119.85755,"subtropical","2_unprotected",80,39.58,39.58,11.58,11.58,-16.99
"2687","IVEE","SBCmobS","SBC","SBCmobS_IVEE_R","alpha",36007,0.71872419,12,11.01,0.668100221,"hardBottom","benthic invertebrate consumers",3,"none",34.402783,-119.85755,"subtropical","2_unprotected",80,40.58,39.58,12.58,11.58,-16.99
"2616","IVEE","SBCmobS","SBC","SBCmobS_IVEE_R","alpha",36372,0.874431874,12,11.01,0.668100221,"hardBottom","benthic invertebrate consumers",3,"none",34.402783,-119.85755,"subtropical","2_unprotected",80,41.58,39.58,13.58,11.58,-16.99
"2606","IVEE","SBCmobS","SBC","SBCmobS_IVEE_R","alpha",36738,0.861231477,12,11.01,0.668100221,"hardBottom","benthic invertebrate consumers",3,"none",34.402783,-119.85755,"subtropical","2_unprotected",80,42.58,39.58,14.58,11.58,-16.99
"2610","IVEE","SBCmobS","SBC","SBCmobS_IVEE_R","alpha",37103,0.761758735,12,11.01,0.668100221,"hardBottom","benthic invertebrate consumers",3,"none",34.402783,-119.85755,"subtropical","2_unprotected",80,43.58,39.58,15.58,11.58,-16.99
"2612","IVEE","SBCmobS","SBC","SBCmobS_IVEE_R","alpha",37468,0.822537217,12,11.01,0.668100221,"hardBottom","benthic invertebrate consumers",3,"none",34.402783,-119.85755,"subtropical","2_unprotected",80,44.58,39.58,16.58,11.58,-16.99
"2608","IVEE","SBCmobS","SBC","SBCmobS_IVEE_R","alpha",37833,0.497433736,12,11.01,0.668100221,"hardBottom","benthic invertebrate consumers",3,"none",34.402783,-119.85755,"subtropical","2_unprotected",80,45.58,39.58,17.58,11.58,-16.99
"2609","IVEE","SBCmobS","SBC","SBCmobS_IVEE_R","alpha",38199,0.70091178,12,11.01,0.668100221,"hardBottom","benthic invertebrate consumers",3,"none",34.402783,-119.85755,"subtropical","2_unprotected",80,46.58,39.58,18.58,11.58,-16.99
"2607","IVEE","SBCmobS","SBC","SBCmobS_IVEE_R","alpha",38564,0.672078435,12,11.01,0.668100221,"hardBottom","benthic invertebrate consumers",3,"none",34.402783,-119.85755,"subtropical","2_unprotected",80,47.58,39.58,19.58,11.58,-16.99
"2611","IVEE","SBCmobS","SBC","SBCmobS_IVEE_R","alpha",38929,0.674548637,12,11.01,0.668100221,"hardBottom","benthic invertebrate consumers",3,"none",34.402783,-119.85755,"subtropical","2_unprotected",80,48.58,39.58,20.58,11.58,-16.99
"2613","IVEE","SBCmobS","SBC","SBCmobS_IVEE_R","alpha",39294,0.850678775,12,11.01,0.668100221,"hardBottom","benthic invertebrate consumers",3,"none",34.402783,-119.85755,"subtropical","2_unprotected",80,49.58,39.58,21.58,11.58,-16.99
"2615","IVEE","SBCmobS","SBC","SBCmobS_IVEE_R","alpha",39660,0.650509675,12,11.01,0.668100221,"hardBottom","benthic invertebrate consumers",3,"none",34.402783,-119.85755,"subtropical","2_unprotected",80,50.58,39.58,22.58,11.58,-16.99
"3230","MOHK","SBCmobS","SBC","SBCmobS_MOHK_R","alpha",35642,0.825640308,12,11.01,0.825640308,"hardBottom","benthic invertebrate consumers",3,"none",34.3940708,-119.72957,"subtropical","2_unprotected",80,39.58,39.58,11.58,11.58,-16.99
"3233","MOHK","SBCmobS","SBC","SBCmobS_MOHK_R","alpha",36007,0.78768122,12,11.01,0.825640308,"hardBottom","benthic invertebrate consumers",3,"none",34.3940708,-119.72957,"subtropical","2_unprotected",80,40.58,39.58,12.58,11.58,-16.99
"3229","MOHK","SBCmobS","SBC","SBCmobS_MOHK_R","alpha",36372,0.778295263,12,11.01,0.825640308,"hardBottom","benthic invertebrate consumers",3,"none",34.3940708,-119.72957,"subtropical","2_unprotected",80,41.58,39.58,13.58,11.58,-16.99
"3231","MOHK","SBCmobS","SBC","SBCmobS_MOHK_R","alpha",36738,0.839267206,12,11.01,0.825640308,"hardBottom","benthic invertebrate consumers",3,"none",34.3940708,-119.72957,"subtropical","2_unprotected",80,42.58,39.58,14.58,11.58,-16.99
"3225","MOHK","SBCmobS","SBC","SBCmobS_MOHK_R","alpha",37103,0.850541948,12,11.01,0.825640308,"hardBottom","benthic invertebrate consumers",3,"none",34.3940708,-119.72957,"subtropical","2_unprotected",80,43.58,39.58,15.58,11.58,-16.99
"3228","MOHK","SBCmobS","SBC","SBCmobS_MOHK_R","alpha",37468,0.775803853,12,11.01,0.825640308,"hardBottom","benthic invertebrate consumers",3,"none",34.3940708,-119.72957,"subtropical","2_unprotected",80,44.58,39.58,16.58,11.58,-16.99
"3346","MOHK","SBCmobS","SBC","SBCmobS_MOHK_R","alpha",37833,0.79548365,12,11.01,0.825640308,"hardBottom","benthic invertebrate consumers",3,"none",34.3940708,-119.72957,"subtropical","2_unprotected",80,45.58,39.58,17.58,11.58,-16.99
"3232","MOHK","SBCmobS","SBC","SBCmobS_MOHK_R","alpha",38199,0.773819254,12,11.01,0.825640308,"hardBottom","benthic invertebrate consumers",3,"none",34.3940708,-119.72957,"subtropical","2_unprotected",80,46.58,39.58,18.58,11.58,-16.99
"3227","MOHK","SBCmobS","SBC","SBCmobS_MOHK_R","alpha",38564,0.823322197,12,11.01,0.825640308,"hardBottom","benthic invertebrate consumers",3,"none",34.3940708,-119.72957,"subtropical","2_unprotected",80,47.58,39.58,19.58,11.58,-16.99
"3235","MOHK","SBCmobS","SBC","SBCmobS_MOHK_R","alpha",38929,0.602834985,12,11.01,0.825640308,"hardBottom","benthic invertebrate consumers",3,"none",34.3940708,-119.72957,"subtropical","2_unprotected",80,48.58,39.58,20.58,11.58,-16.99
"3234","MOHK","SBCmobS","SBC","SBCmobS_MOHK_R","alpha",39294,0.820040296,12,11.01,0.825640308,"hardBottom","benthic invertebrate consumers",3,"none",34.3940708,-119.72957,"subtropical","2_unprotected",80,49.58,39.58,21.58,11.58,-16.99
"3226","MOHK","SBCmobS","SBC","SBCmobS_MOHK_R","alpha",39660,0.621552056,12,11.01,0.825640308,"hardBottom","benthic invertebrate consumers",3,"none",34.3940708,-119.72957,"subtropical","2_unprotected",80,50.58,39.58,22.58,11.58,-16.99
"3398","NAPL","SBCmobS","SBC","SBCmobS_NAPL_R","alpha",35277,0.763801104,13,12.01,0.763801104,"hardBottom","benthic invertebrate consumers",3,"none",34.4221216,-119.95154,"subtropical","2_unprotected",80,38.58,38.58,10.58,10.58,-15.99
"3399","NAPL","SBCmobS","SBC","SBCmobS_NAPL_R","alpha",35642,0.764070142,13,12.01,0.763801104,"hardBottom","benthic invertebrate consumers",3,"none",34.4221216,-119.95154,"subtropical","2_unprotected",80,39.58,38.58,11.58,10.58,-15.99
"3431","NAPL","SBCmobS","SBC","SBCmobS_NAPL_R","alpha",36007,0.784552306,13,12.01,0.763801104,"hardBottom","benthic invertebrate consumers",3,"none",34.4221216,-119.95154,"subtropical","2_unprotected",80,40.58,38.58,12.58,10.58,-15.99
"3393","NAPL","SBCmobS","SBC","SBCmobS_NAPL_R","alpha",36372,0.746498055,13,12.01,0.763801104,"hardBottom","benthic invertebrate consumers",3,"none",34.4221216,-119.95154,"subtropical","2_unprotected",80,41.58,38.58,13.58,10.58,-15.99
"3392","NAPL","SBCmobS","SBC","SBCmobS_NAPL_R","alpha",36738,0.733762315,13,12.01,0.763801104,"hardBottom","benthic invertebrate consumers",3,"none",34.4221216,-119.95154,"subtropical","2_unprotected",80,42.58,38.58,14.58,10.58,-15.99
"3400","NAPL","SBCmobS","SBC","SBCmobS_NAPL_R","alpha",37103,0.654911186,13,12.01,0.763801104,"hardBottom","benthic invertebrate consumers",3,"none",34.4221216,-119.95154,"subtropical","2_unprotected",80,43.58,38.58,15.58,10.58,-15.99
"3395","NAPL","SBCmobS","SBC","SBCmobS_NAPL_R","alpha",37468,0.626500641,13,12.01,0.763801104,"hardBottom","benthic invertebrate consumers",3,"none",34.4221216,-119.95154,"subtropical","2_unprotected",80,44.58,38.58,16.58,10.58,-15.99
"3397","NAPL","SBCmobS","SBC","SBCmobS_NAPL_R","alpha",37833,0.565573016,13,12.01,0.763801104,"hardBottom","benthic invertebrate consumers",3,"none",34.4221216,-119.95154,"subtropical","2_unprotected",80,45.58,38.58,17.58,10.58,-15.99
"3524","NAPL","SBCmobS","SBC","SBCmobS_NAPL_R","alpha",38199,0.522494412,13,12.01,0.763801104,"hardBottom","benthic invertebrate consumers",3,"none",34.4221216,-119.95154,"subtropical","2_unprotected",80,46.58,38.58,18.58,10.58,-15.99
"3394","NAPL","SBCmobS","SBC","SBCmobS_NAPL_R","alpha",38564,0.461415094,13,12.01,0.763801104,"hardBottom","benthic invertebrate consumers",3,"none",34.4221216,-119.95154,"subtropical","2_unprotected",80,47.58,38.58,19.58,10.58,-15.99
"3429","NAPL","SBCmobS","SBC","SBCmobS_NAPL_R","alpha",38929,0.485375508,13,12.01,0.763801104,"hardBottom","benthic invertebrate consumers",3,"none",34.4221216,-119.95154,"subtropical","2_unprotected",80,48.58,38.58,20.58,10.58,-15.99
"3409","NAPL","SBCmobS","SBC","SBCmobS_NAPL_R","alpha",39294,0.398805731,13,12.01,0.763801104,"hardBottom","benthic invertebrate consumers",3,"none",34.4221216,-119.95154,"subtropical","2_unprotected",80,49.58,38.58,21.58,10.58,-15.99
"3430","NAPL","SBCmobS","SBC","SBCmobS_NAPL_R","alpha",39660,0.383088795,13,12.01,0.763801104,"hardBottom","benthic invertebrate consumers",3,"none",34.4221216,-119.95154,"subtropical","2_unprotected",80,50.58,38.58,22.58,10.58,-15.99
"4707","SCDI","SBCmobS","SBC","SBCmobS_SCDI_R","alpha",36738,0.765638995,9,8.01,0.765638995,"hardBottom","benthic invertebrate consumers",3,"none",34.05865,-119.75763,"subtropical","2_unprotected",80,42.58,42.58,14.58,14.58,-19.99
"4706","SCDI","SBCmobS","SBC","SBCmobS_SCDI_R","alpha",37103,0.455450116,9,8.01,0.765638995,"hardBottom","benthic invertebrate consumers",3,"none",34.05865,-119.75763,"subtropical","2_unprotected",80,43.58,42.58,15.58,14.58,-19.99
"4711","SCDI","SBCmobS","SBC","SBCmobS_SCDI_R","alpha",37468,0.480131122,9,8.01,0.765638995,"hardBottom","benthic invertebrate consumers",3,"none",34.05865,-119.75763,"subtropical","2_unprotected",80,44.58,42.58,16.58,14.58,-19.99
"4705","SCDI","SBCmobS","SBC","SBCmobS_SCDI_R","alpha",37833,0.420772299,9,8.01,0.765638995,"hardBottom","benthic invertebrate consumers",3,"none",34.05865,-119.75763,"subtropical","2_unprotected",80,45.58,42.58,17.58,14.58,-19.99
"4710","SCDI","SBCmobS","SBC","SBCmobS_SCDI_R","alpha",38199,0.493743353,9,8.01,0.765638995,"hardBottom","benthic invertebrate consumers",3,"none",34.05865,-119.75763,"subtropical","2_unprotected",80,46.58,42.58,18.58,14.58,-19.99
"4709","SCDI","SBCmobS","SBC","SBCmobS_SCDI_R","alpha",38564,0.471902499,9,8.01,0.765638995,"hardBottom","benthic invertebrate consumers",3,"none",34.05865,-119.75763,"subtropical","2_unprotected",80,47.58,42.58,19.58,14.58,-19.99
"4704","SCDI","SBCmobS","SBC","SBCmobS_SCDI_R","alpha",38929,0.519839115,9,8.01,0.765638995,"hardBottom","benthic invertebrate consumers",3,"none",34.05865,-119.75763,"subtropical","2_unprotected",80,48.58,42.58,20.58,14.58,-19.99
"4708","SCDI","SBCmobS","SBC","SBCmobS_SCDI_R","alpha",39294,0.515055822,9,8.01,0.765638995,"hardBottom","benthic invertebrate consumers",3,"none",34.05865,-119.75763,"subtropical","2_unprotected",80,49.58,42.58,21.58,14.58,-19.99
"4703","SCDI","SBCmobS","SBC","SBCmobS_SCDI_R","alpha",39660,0.56377073,9,8.01,0.765638995,"hardBottom","benthic invertebrate consumers",3,"none",34.05865,-119.75763,"subtropical","2_unprotected",80,50.58,42.58,22.58,14.58,-19.99
"4870","SCTW","SBCmobS","SBC","SBCmobS_SCTW_R","alpha",36738,0.789507946,9,8.01,0.789507946,"hardBottom","benthic invertebrate consumers",3,"none",34.0444335,-119.71513,"subtropical","2_unprotected",80,42.58,42.58,14.58,14.58,-19.99
"4863","SCTW","SBCmobS","SBC","SBCmobS_SCTW_R","alpha",37103,0.74644442,9,8.01,0.789507946,"hardBottom","benthic invertebrate consumers",3,"none",34.0444335,-119.71513,"subtropical","2_unprotected",80,43.58,42.58,15.58,14.58,-19.99
"4869","SCTW","SBCmobS","SBC","SBCmobS_SCTW_R","alpha",37468,0.779957772,9,8.01,0.789507946,"hardBottom","benthic invertebrate consumers",3,"none",34.0444335,-119.71513,"subtropical","2_unprotected",80,44.58,42.58,16.58,14.58,-19.99
"4868","SCTW","SBCmobS","SBC","SBCmobS_SCTW_R","alpha",37833,0.718658028,9,8.01,0.789507946,"hardBottom","benthic invertebrate consumers",3,"none",34.0444335,-119.71513,"subtropical","2_unprotected",80,45.58,42.58,17.58,14.58,-19.99
"4867","SCTW","SBCmobS","SBC","SBCmobS_SCTW_R","alpha",38199,0.713771305,9,8.01,0.789507946,"hardBottom","benthic invertebrate consumers",3,"none",34.0444335,-119.71513,"subtropical","2_unprotected",80,46.58,42.58,18.58,14.58,-19.99
"4865","SCTW","SBCmobS","SBC","SBCmobS_SCTW_R","alpha",38564,0.667864617,9,8.01,0.789507946,"hardBottom","benthic invertebrate consumers",3,"none",34.0444335,-119.71513,"subtropical","2_unprotected",80,47.58,42.58,19.58,14.58,-19.99
"4864","SCTW","SBCmobS","SBC","SBCmobS_SCTW_R","alpha",38929,0.749141663,9,8.01,0.789507946,"hardBottom","benthic invertebrate consumers",3,"none",34.0444335,-119.71513,"subtropical","2_unprotected",80,48.58,42.58,20.58,14.58,-19.99
"4862","SCTW","SBCmobS","SBC","SBCmobS_SCTW_R","alpha",39294,0.598974441,9,8.01,0.789507946,"hardBottom","benthic invertebrate consumers",3,"none",34.0444335,-119.71513,"subtropical","2_unprotected",80,49.58,42.58,21.58,14.58,-19.99
"4866","SCTW","SBCmobS","SBC","SBCmobS_SCTW_R","alpha",39660,0.606123753,9,8.01,0.789507946,"hardBottom","benthic invertebrate consumers",3,"none",34.0444335,-119.71513,"subtropical","2_unprotected",80,50.58,42.58,22.58,14.58,-19.99
"1671","DB","Sebens","Sebens","Sebens_DB_R","alpha",29500,0.660625502,43,22.1,0.660625502,"hardBottom","sessile invertebrates and flora",2,"none",42.420954,-70.904486,"temperate","2_unprotected",0.336,22.77,22.77,-5.23,-5.23,-5.9
"1705","DB","Sebens","Sebens","Sebens_DB_R","alpha",29575,0.703034289,43,22.1,0.660625502,"hardBottom","sessile invertebrates and flora",2,"none",42.420954,-70.904486,"temperate","2_unprotected",0.336,22.97,22.77,-5.03,-5.23,-5.9
"1682","DB","Sebens","Sebens","Sebens_DB_R","alpha",29702,0.661889017,43,22.1,0.660625502,"hardBottom","sessile invertebrates and flora",2,"none",42.420954,-70.904486,"temperate","2_unprotected",0.336,23.32,22.77,-4.68,-5.23,-5.9
"1690","DB","Sebens","Sebens","Sebens_DB_R","alpha",29793,0.647275411,43,22.1,0.660625502,"hardBottom","sessile invertebrates and flora",2,"none",42.420954,-70.904486,"temperate","2_unprotected",0.336,23.57,22.77,-4.43,-5.23,-5.9
"1709","DB","Sebens","Sebens","Sebens_DB_R","alpha",29861,0.526642703,43,22.1,0.660625502,"hardBottom","sessile invertebrates and flora",2,"none",42.420954,-70.904486,"temperate","2_unprotected",0.336,23.75,22.77,-4.25,-5.23,-5.9
"1712","DB","Sebens","Sebens","Sebens_DB_R","alpha",29927,0.708135552,43,22.1,0.660625502,"hardBottom","sessile invertebrates and flora",2,"none",42.420954,-70.904486,"temperate","2_unprotected",0.336,23.93,22.77,-4.07,-5.23,-5.9
"1699","DB","Sebens","Sebens","Sebens_DB_R","alpha",30015,0.668441725,43,22.1,0.660625502,"hardBottom","sessile invertebrates and flora",2,"none",42.420954,-70.904486,"temperate","2_unprotected",0.336,24.18,22.77,-3.82,-5.23,-5.9
"1674","DB","Sebens","Sebens","Sebens_DB_R","alpha",30282,0.763257724,43,22.1,0.660625502,"hardBottom","sessile invertebrates and flora",2,"none",42.420954,-70.904486,"temperate","2_unprotected",0.336,24.91,22.77,-3.09,-5.23,-5.9
"1697","DB","Sebens","Sebens","Sebens_DB_R","alpha",30354,0.712871426,43,22.1,0.660625502,"hardBottom","sessile invertebrates and flora",2,"none",42.420954,-70.904486,"temperate","2_unprotected",0.336,25.1,22.77,-2.9,-5.23,-5.9
"1677","DB","Sebens","Sebens","Sebens_DB_R","alpha",30660,0.748227974,43,22.1,0.660625502,"hardBottom","sessile invertebrates and flora",2,"none",42.420954,-70.904486,"temperate","2_unprotected",0.336,25.94,22.77,-2.06,-5.23,-5.9
"1680","DB","Sebens","Sebens","Sebens_DB_R","alpha",30854,0.694212996,43,22.1,0.660625502,"hardBottom","sessile invertebrates and flora",2,"none",42.420954,-70.904486,"temperate","2_unprotected",0.336,26.47,22.77,-1.53,-5.23,-5.9
"1698","DB","Sebens","Sebens","Sebens_DB_R","alpha",31087,0.338876554,43,22.1,0.660625502,"hardBottom","sessile invertebrates and flora",2,"none",42.420954,-70.904486,"temperate","2_unprotected",0.336,27.11,22.77,-0.890000000000001,-5.23,-5.9
"1685","DB","Sebens","Sebens","Sebens_DB_R","alpha",31173,0.435818876,43,22.1,0.660625502,"hardBottom","sessile invertebrates and flora",2,"none",42.420954,-70.904486,"temperate","2_unprotected",0.336,27.35,22.77,-0.649999999999999,-5.23,-5.9
"1691","DB","Sebens","Sebens","Sebens_DB_R","alpha",31225,0.403210668,43,22.1,0.660625502,"hardBottom","sessile invertebrates and flora",2,"none",42.420954,-70.904486,"temperate","2_unprotected",0.336,27.49,22.77,-0.510000000000002,-5.23,-5.9
"1676","DB","Sebens","Sebens","Sebens_DB_R","alpha",31275,0.410469953,43,22.1,0.660625502,"hardBottom","sessile invertebrates and flora",2,"none",42.420954,-70.904486,"temperate","2_unprotected",0.336,27.62,22.77,-0.379999999999999,-5.23,-5.9
"1692","DB","Sebens","Sebens","Sebens_DB_R","alpha",31346,0.551711254,43,22.1,0.660625502,"hardBottom","sessile invertebrates and flora",2,"none",42.420954,-70.904486,"temperate","2_unprotected",0.336,27.82,22.77,-0.18,-5.23,-5.9
